Book ID,Title,Author(s),Category,Price (ETB),Cover Image,Language,Publisher,Format,Page Count,Publication Year,ISBN,Original Filename,File Path,File Size
BK-08976,The China–US Trade War and South Asian Economies,Rahul Nath Choudhury,Political Science & International Relations Corner,,BK-08976.webp,en,,PDF,279.0,2016.0,,Routledge_Frontiers_of_Political_Economy_Rahul_Nath_Choudhury_The.pdf,Routledge_Frontiers_of_Political_Economy_Rahul_Nath_Choudhury_The.pdf,28.05 MB
BK-08977,The Brussels Effect,Anu Bradford;,Political Science & International Relations Corner,,BK-08977.webp,en,,PDF,425.0,2019.0,,Anu_Bradford_The_Brussels_Effect_How_the_European_Union_Rules_the.pdf,Anu_Bradford_The_Brussels_Effect_How_the_European_Union_Rules_the.pdf,16.15 MB
BK-08978,Three Dangerous Men,Seth G. Jones,Political Science & International Relations Corner,,BK-08978.webp,en,W. W. Norton & Company,EPUB,,2021.0,9781324006213.0,"Seth_G_Jones_Three_Dangerous_Men_Russia,_China,_Iran_and_the_Rise.epub","Seth_G_Jones_Three_Dangerous_Men_Russia,_China,_Iran_and_the_Rise.epub",6.60 MB
BK-08979,Taliban Narratives,Thomas Johnson,Political Science & International Relations Corner,,BK-08979.webp,en,,PDF,414.0,2017.0,,Thomas_Johnson_Taliban_Narratives_The_Use_and_Power_of_Stories_in.pdf,Thomas_Johnson_Taliban_Narratives_The_Use_and_Power_of_Stories_in.pdf,6.45 MB
BK-08980,Chapter 1,Dude,Political Science & International Relations Corner,,BK-08980.webp,en,,PDF,257.0,2004.0,,"Janine_A_Clark_Islam,_Charity,_and_Activism_Middle_Class_Networks.pdf","Janine_A_Clark_Islam,_Charity,_and_Activism_Middle_Class_Networks.pdf",1.84 MB
BK-08981,Iran: Time for a New Approach 0876093454,"Zbigniew Brzezinski and Robert M. Gates, Co-Chairs. Suzanne Maloney, Project Directo",Political Science & International Relations Corner,,BK-08981.webp,en,,PDF,101.0,2004.0,,Zbigniew_Brzezinski__Robert_Michael.pdf,Zbigniew_Brzezinski__Robert_Michael.pdf,1.62 MB
BK-08982,"Russian ""Hybrid Warfare""",Ofer Fridman,Political Science & International Relations Corner,,BK-08982.webp,en,Oxford University Press,EPUB,,2018.0,9780190877378.0,Ofer_Fridman_Russian_Hybrid_Warfare_Resurgence_and_Politicization.epub,Ofer_Fridman_Russian_Hybrid_Warfare_Resurgence_and_Politicization.epub,1.39 MB
BK-08983,CIA World Factbook 2022-2023,Central Intelligence Agency,Political Science & International Relations Corner,,BK-08983.webp,en,Skyhorse,EPUB,,2022.0,9781510771192.0,Central_Intelligence_Agency_CIA_World_Factbook_2022_2023_Skyhorse.epub,Central_Intelligence_Agency_CIA_World_Factbook_2022_2023_Skyhorse.epub,54.44 MB
BK-08984,"Pakistan: the Taliban, Al Qaeda, and the Rise of Terrorism","Topich, William J.;",Political Science & International Relations Corner,,BK-08984.webp,en,"ABC-CLIO, LLC",EPUB,,2018.0,,"Topich,_William_J_Pakistan_the_Taliban,_al_Qaeda,_and_the_rise_of.epub","Topich,_William_J_Pakistan_the_Taliban,_al_Qaeda,_and_the_rise_of.epub",3.78 MB
BK-08985,Hornets over Kuwait,"Stout, Jay",Political Science & International Relations Corner,,BK-08985.webp,en,GuinS Press,EPUB,,2011.0,3507279953.0,Jay Stout - Hornets over Kuwait-GuinS Press (2011).epub,Jay Stout - Hornets over Kuwait-GuinS Press (2011).epub,0.29 MB
BK-08986,Routledge Handbook of Food and Nutrition Security,Unknown,Political Science & International Relations Corner,,BK-08986.webp,en,Taylor and Francis,EPUB,,2016.0,9781317596240.0,"Bill_Pritchard,_Rodomiro_Ortiz,_Meera_Shekar_Routledge_Handbook.epub","Bill_Pritchard,_Rodomiro_Ortiz,_Meera_Shekar_Routledge_Handbook.epub",2.90 MB
BK-08987,019955627X.pdf,Unknown,Political Science & International Relations Corner,,BK-08987.webp,en,,PDF,254.0,2009.0,,Duncan_Bell__Political_Thought_a.pdf,Duncan_Bell__Political_Thought_a.pdf,2.45 MB
BK-08988,The Third Option: Covert Action and American Foreign Policy,"Johnson, Loch K.",Political Science & International Relations Corner,,BK-08988.webp,en,,PDF,405.0,2021.0,,Loch_K_Johnson_The_Third_Option_Covert_Action_and_American_Foreign.pdf,Loch_K_Johnson_The_Third_Option_Covert_Action_and_American_Foreign.pdf,9.64 MB
BK-08989,Currency Power,"Cohen, Benjamin J.;",Political Science & International Relations Corner,,BK-08989.webp,en,,PDF,303.0,2015.0,,Benjamin_J_Cohen_Currency_Power_Understanding_Monetary_Rivalry_Princeton.pdf,Benjamin_J_Cohen_Currency_Power_Understanding_Monetary_Rivalry_Princeton.pdf,6.84 MB
BK-08990,"Rob Johnson, Janne Haaland Matlary The United Kingdom’s Defence",Unknown,Political Science & International Relations Corner,,BK-08990.webp,en,,PDF,269.0,2018.0,,"Rob_Johnson,_Janne_Haaland_Matlary_The_United_Kingdom’s_Defence.pdf","Rob_Johnson,_Janne_Haaland_Matlary_The_United_Kingdom’s_Defence.pdf",2.09 MB
BK-08991,Island off the Coast of Asia,Clinton Fernandes,Political Science & International Relations Corner,,BK-08991.webp,en,,PDF,249.0,2018.0,,Clinton_Fernandes_Island_off_the_Coast_of_Asia_Instruments_of_Statecraft.pdf,Clinton_Fernandes_Island_off_the_Coast_of_Asia_Instruments_of_Statecraft.pdf,5.88 MB
BK-08992,Underground Asia,"Harper, Tim",Political Science & International Relations Corner,,BK-08992.webp,en,Penguin Books Ltd,EPUB,,2020.0,9781846145636.0,"Harper, Tim - Underground Asia-Penguin Books Ltd (2020).epub","Harper, Tim - Underground Asia-Penguin Books Ltd (2020).epub",4.03 MB
BK-08993,Deconstructing ‘Energy Security’ in Oman,Lamya Harub,Political Science & International Relations Corner,,BK-08993.webp,en,,PDF,294.0,2022.0,,"Gulf_Studies,_6_Lamya_Harub_Deconstructing_‘Energy_Security’_in.pdf","Gulf_Studies,_6_Lamya_Harub_Deconstructing_‘Energy_Security’_in.pdf",5.01 MB
BK-08994,Middle East Today Miriam Joyce auth Bahrain from the Twentieth Century,Unknown,Political Science & International Relations Corner,,BK-08994.webp,en,,PDF,177.0,2015.0,,Middle_East_Today_Miriam_Joyce_auth_Bahrain_from_the_Twentieth_Century.pdf,Middle_East_Today_Miriam_Joyce_auth_Bahrain_from_the_Twentieth_Century.pdf,1.01 MB
BK-08995,"State Failure, Power Expansion, and Balance of Power in the Middle East",Aso M. Ali,Political Science & International Relations Corner,,BK-08995.webp,en,,PDF,288.0,2024.0,,"Aso_M_Ali_State_Failure,_Power_Expansion,_and_Balance_of_Power_in.pdf","Aso_M_Ali_State_Failure,_Power_Expansion,_and_Balance_of_Power_in.pdf",4.59 MB
BK-08996,Fear and Insecurity,Jonathan G. Leslie;,Political Science & International Relations Corner,,BK-08996.webp,eng,Oxford University Press USA,EPUB,,2022.0,9780197685556.0,Jonathan_G_Leslie_Fear_and_Insecurity_Oxford_University_Press_USA.epub,Jonathan_G_Leslie_Fear_and_Insecurity_Oxford_University_Press_USA.epub,2.34 MB
BK-08997,Iran at War: 1500-1988,Kaveh Farrokh (Author),Political Science & International Relations Corner,,BK-08997.webp,en,,PDF,489.0,2011.0,,General_Military_Kaveh_Farrokh_Iran_at_War_1500_1988_Osprey_Publishing.pdf,General_Military_Kaveh_Farrokh_Iran_at_War_1500_1988_Osprey_Publishing.pdf,3.76 MB
BK-08998,Routledge Advances in International Relations and Global Politics (7),Unknown,Political Science & International Relations Corner,,BK-08998.webp,en,,PDF,221.0,,,Routledge_Advances_in_International_Relations_and_Global_Politics (7).pdf,Routledge_Advances_in_International_Relations_and_Global_Politics (7).pdf,3.65 MB
BK-08999,Security in Crisis : Planetary Emergence and the Technopolitics of Crisis Management,Columba Peoples,Political Science & International Relations Corner,,BK-08999.webp,en,,PDF,241.0,,,Voices_in_International_Relations_Columba_Peoples_Security_in_Crisis.pdf,Voices_in_International_Relations_Columba_Peoples_Security_in_Crisis.pdf,2.87 MB
BK-09000,"POWER: A RADICAL VIEW, SECOND EDITION",STEVEN LUKES,Political Science & International Relations Corner,,BK-09000.webp,en,,PDF,201.0,2007.0,,[Steven_Lukes]-Power-A_Radical-View.pdf,[Steven_Lukes]-Power-A_Radical-View.pdf,0.58 MB
BK-09001,"Terrorism, Security and Development in South Asia; National, Regional and Global Implications",M. Raymond Izarali,Political Science & International Relations Corner,,BK-09001.webp,en,,PDF,333.0,2021.0,,New_Regionalisms_Series_M_Raymond_Izarali_and_Dalbir_Ahlawat_Terrorism.pdf,New_Regionalisms_Series_M_Raymond_Izarali_and_Dalbir_Ahlawat_Terrorism.pdf,3.46 MB
BK-09002,War in Ukraine,Hal Brands;,Political Science & International Relations Corner,,BK-09002.webp,eng,Johns Hopkins University Press,EPUB,,,9781421449852.0,"Hal_Brands_editor_War_in_Ukraine_Conflict,_Strategy,_and_the_Return.epub","Hal_Brands_editor_War_in_Ukraine_Conflict,_Strategy,_and_the_Return.epub",3.88 MB
BK-09003,Near and Far Waters,Colin Flint;,Political Science & International Relations Corner,,BK-09003.webp,en,,PDF,248.0,2024.0,,Colin_Flint_Near_and_Far_Waters_The_Geopolitics_of_Seapower_2024.pdf,Colin_Flint_Near_and_Far_Waters_The_Geopolitics_of_Seapower_2024.pdf,18.75 MB
BK-09004,Active Borders in Europe,Karel B. Müller,Political Science & International Relations Corner,,BK-09004.webp,en,,PDF,155.0,2022.0,,Contributions_to_Political_Science_Karel_B_Müller_Active_Borders.pdf,Contributions_to_Political_Science_Karel_B_Müller_Active_Borders.pdf,2.60 MB
BK-09005,"Fundamentals of U.s. Foreign Trade Policy: Economics, Politics, Laws, and Issues",Stephen D. Cohen,Political Science & International Relations Corner,,BK-09005.webp,en,Westview Press,EPUB,,1995.0,9780813317465.0,Stephen_D_Cohen_Joel_R_Paul_Robert_A_Blecker_Joel_Richard_Paul_Fundamentals.epub,Stephen_D_Cohen_Joel_R_Paul_Robert_A_Blecker_Joel_Richard_Paul_Fundamentals.epub,1.64 MB
BK-09006,Global Power Shift Enrico Fels auth Shifting Power in Asia Pacific,Unknown,Political Science & International Relations Corner,,BK-09006.webp,en,,PDF,779.0,2016.0,,Global_Power_Shift_Enrico_Fels_auth_Shifting_Power_in_Asia_Pacific.pdf,Global_Power_Shift_Enrico_Fels_auth_Shifting_Power_in_Asia_Pacific.pdf,10.78 MB
BK-09007,California Series on Social Choice and Political Economy 21 Mary,Unknown,Political Science & International Relations Corner,,BK-09007.webp,en,,PDF,319.0,2020.0,,California_Series_on_Social_Choice_and_Political_Economy_21_Mary.pdf,California_Series_on_Social_Choice_and_Political_Economy_21_Mary.pdf,20.85 MB
BK-09008,Initiatives in Strategic Studies Issues and Policies Jeffrey Collins,Unknown,Political Science & International Relations Corner,,BK-09008.webp,en,,PDF,192.0,2015.0,,Initiatives_in_Strategic_Studies_Issues_and_Policies_Jeffrey_Collins.pdf,Initiatives_in_Strategic_Studies_Issues_and_Policies_Jeffrey_Collins.pdf,0.80 MB
BK-09009,Comparative Government and Politics: An Introduction,Rod Hague Martin Harrop and John McCormick,Political Science & International Relations Corner,,BK-09009.webp,en,,PDF,385.0,2016.0,,ROD HAGUE MARTIN HARROP JOHN McCORMICK COMPARATIVE GOVERNMENT AND POLITICS An Introduction 10 TH EDITION.pdf,ROD HAGUE MARTIN HARROP JOHN McCORMICK COMPARATIVE GOVERNMENT AND POLITICS An Introduction 10 TH EDITION.pdf,9.75 MB
BK-09010,The Political Science of the Middle East,Marc Lynch,Political Science & International Relations Corner,,BK-09010.webp,en,,PDF,321.0,2022.0,,Marc_Lynch_Jillian_Schwedler_Sean_Yom_The_Political_Science_of_the.pdf,Marc_Lynch_Jillian_Schwedler_Sean_Yom_The_Political_Science_of_the.pdf,16.67 MB
BK-09011,Secrets of the Cold War: Espionage and Intelligence Operations - From Both Sides of the Iron Curtain,Andrew Long,Political Science & International Relations Corner,,BK-09011.webp,en-US,Pen & Sword,EPUB,,2022.0,9781526790262.0,Andrew_Long_Secrets_of_the_Cold_War_Espionage_and_Intelligence_Operations.epub,Andrew_Long_Secrets_of_the_Cold_War_Espionage_and_Intelligence_Operations.epub,15.67 MB
BK-09012,"Sword of Persia : Nader Shah, from Tribal Warrior to Conquering Tyrant","Axworthy, Michael(Author)",Political Science & International Relations Corner,,BK-09012.webp,en,,PDF,368.0,2005.0,,"Axworthy,_Michael_Shah_of_Iran_Nādir_Shāh_The_sword_of_Persia_Nader.pdf","Axworthy,_Michael_Shah_of_Iran_Nādir_Shāh_The_sword_of_Persia_Nader.pdf",8.80 MB
BK-09013,"Congress of Vienna and its Legacy, The","Jarrett, Mark",Political Science & International Relations Corner,,BK-09013.webp,en,,PDF,560.0,2013.0,,International_Library_of_Historical_Studies_Mark_Jarrett_The_Congress.pdf,International_Library_of_Historical_Studies_Mark_Jarrett_The_Congress.pdf,45.66 MB
BK-09014,Beyond Britannia,Simon McDonald;,Political Science & International Relations Corner,,BK-09014.webp,eng,Chicago Distribution Center (CDC Presses),EPUB,,2023.0,9781913368913.0,Simon_McDonald_Beyond_Britannia_Reshaping_UK_Foreign_Policy_Haus.epub,Simon_McDonald_Beyond_Britannia_Reshaping_UK_Foreign_Policy_Haus.epub,0.64 MB
BK-09015,World War II: Air War,"Sears, Stephen W.",Political Science & International Relations Corner,,BK-09015.webp,en,"New Word City, Inc.",EPUB,,2015.0,2026611595.0,"Sears,_Stephen_W_World_War_II_Air_War_New_Word_City,_Inc_2017_1.epub","Sears,_Stephen_W_World_War_II_Air_War_New_Word_City,_Inc_2017_1.epub",2.23 MB
BK-09016,Reclaiming Human Rights in a Changing World Order,Christopher Sabatini;,Political Science & International Relations Corner,,BK-09016.webp,en,,PDF,412.0,2022.0,,Insights_Critical_Thinking_on_International_Affairs_Christopher.pdf,Insights_Critical_Thinking_on_International_Affairs_Christopher.pdf,7.38 MB
BK-09017,China's Grand Strategy and Australia's Future in the New Global Order,Geoff Raby,Political Science & International Relations Corner,,BK-09017.webp,en,Melbourne University Publishing,EPUB,,,9780522874952.0,Geoff_Raby_China's_Grand_Strategy_and_Australia's_Future_in_the.epub,Geoff_Raby_China's_Grand_Strategy_and_Australia's_Future_in_the.epub,1.46 MB
BK-09018,"Deadly Arsenals : Nuclear, Biological, and Chemical Threats (2nd Edition)","Cirincione, Joseph(Author)",Political Science & International Relations Corner,,BK-09018.webp,en,,PDF,502.0,2005.0,,"Joseph_Cirincione,_Jon_B_Wolfsthal,_Miriam_Rajkumar_Deadly_Arsenals.pdf","Joseph_Cirincione,_Jon_B_Wolfsthal,_Miriam_Rajkumar_Deadly_Arsenals.pdf",16.60 MB
BK-09019,420828_Print.indd,0002624,Political Science & International Relations Corner,,BK-09019.webp,en,,PDF,191.0,2019.0,,Research_Series_on_the_Chinese_Dream_and_China’s_Development_Path (16).pdf,Research_Series_on_the_Chinese_Dream_and_China’s_Development_Path (16).pdf,2.95 MB
BK-09020,"E H Carr auth , Michael Cox eds The Twenty Years' Crisis, 1919 1939",Unknown,Political Science & International Relations Corner,,BK-09020.webp,en,,PDF,346.0,2016.0,,"E_H_Carr_auth_,_Michael_Cox_eds_The_Twenty_Years'_Crisis,_1919_1939.pdf","E_H_Carr_auth_,_Michael_Cox_eds_The_Twenty_Years'_Crisis,_1919_1939.pdf",2.31 MB
BK-09021,Elite 228 Mark GaleottiIllustrations Johnny ShumateIllustrations,Unknown,Political Science & International Relations Corner,,BK-09021.webp,en,,PDF,65.0,2019.0,,Elite_228_Mark_GaleottiIllustrations_Johnny_ShumateIllustrations.pdf,Elite_228_Mark_GaleottiIllustrations_Johnny_ShumateIllustrations.pdf,16.26 MB
BK-09022,Russia-Iran Relations Since the End of the Cold War,Eric D. Moore,Political Science & International Relations Corner,,BK-09022.webp,en,,PDF,243.0,2019.0,,Eric_D_Moore_Russia_Iran_Relations_Since_the_End_of_the_Cold_War.pdf,Eric_D_Moore_Russia_Iran_Relations_Since_the_End_of_the_Cold_War.pdf,1.49 MB
BK-09023,"The Global Middle East, 18 Arang Keshavarzian, Ali Mirsepassi Global",Unknown,Political Science & International Relations Corner,,BK-09023.webp,en,,PDF,494.0,2021.0,,"The_Global_Middle_East,_18_Arang_Keshavarzian,_Ali_Mirsepassi_Global.pdf","The_Global_Middle_East,_18_Arang_Keshavarzian,_Ali_Mirsepassi_Global.pdf",6.97 MB
BK-09024,"Harrison, Ross Decoding Iran’s Foreign Policy Strategic Interests",Unknown,Political Science & International Relations Corner,,BK-09024.webp,en,,PDF,289.0,,,"Harrison,_Ross_Decoding_Iran’s_Foreign_Policy_Strategic_Interests.pdf","Harrison,_Ross_Decoding_Iran’s_Foreign_Policy_Strategic_Interests.pdf",5.83 MB
BK-09025,Modern Strategy,"Gray, Colin S.",Political Science & International Relations Corner,,BK-09025.webp,en,,PDF,424.0,2017.0,,Colin_S_Gray_Modern_Strategy_Oxford_University_Press_1999_1.pdf,Colin_S_Gray_Modern_Strategy_Oxford_University_Press_1999_1.pdf,2.25 MB
BK-09026,ePub made using QuarkXPress,Author: QuarkXPress,Political Science & International Relations Corner,,BK-09026.webp,en-US,Publisher: QuarkXPress,EPUB,,2022.0,,"Yuri_Felshtinsky,_Mikhael_Stanchev_Blowing_Up_Ukraine_The_Return.epub","Yuri_Felshtinsky,_Mikhael_Stanchev_Blowing_Up_Ukraine_The_Return.epub",1.45 MB
BK-09027,"Matteo Dian,Silvia Menegazzi auth New Regional Initiatives in China’s",Unknown,Political Science & International Relations Corner,,BK-09027.webp,en,,PDF,142.0,2018.0,,"Matteo_Dian,Silvia_Menegazzi_auth_New_Regional_Initiatives_in_China’s.pdf","Matteo_Dian,Silvia_Menegazzi_auth_New_Regional_Initiatives_in_China’s.pdf",1.62 MB
BK-09028,"China, Faits Accomplis and the Contest for East Asia; The Shadow of Shifting Power",Joshua Adam Hastey,Political Science & International Relations Corner,,BK-09028.webp,en,,PDF,173.0,2023.0,,"Asian_Security_Studies_Joshua_Adam_Hastey_China,_Faits_Accomplis.pdf","Asian_Security_Studies_Joshua_Adam_Hastey_China,_Faits_Accomplis.pdf",4.74 MB
BK-09029,POLITICAL THEORY: IDEAS AND CONCEPTS,SUSHILA RAMASWAMY,Political Science & International Relations Corner,,BK-09029.webp,en,,PDF,893.0,2021.0,,POLITICAL THEORY Ideas and Concepts Second Edition SUSHILA RAMASWAMY.pdf,POLITICAL THEORY Ideas and Concepts Second Edition SUSHILA RAMASWAMY.pdf,3.53 MB
BK-09030,Howard R Iran Oil The New Middle East Challenge to America I B Tauris,Unknown,Political Science & International Relations Corner,,BK-09030.webp,en,,PDF,197.0,2007.0,,Howard_R_Iran_Oil_The_New_Middle_East_Challenge_to_America_I_B_Tauris.pdf,Howard_R_Iran_Oil_The_New_Middle_East_Challenge_to_America_I_B_Tauris.pdf,4.96 MB
BK-09031,"Christopher Daase, Nicole Deitelhoff, Antonia Witt Rule in International",Unknown,Political Science & International Relations Corner,,BK-09031.webp,en,,PDF,289.0,,,"Christopher_Daase,_Nicole_Deitelhoff,_Antonia_Witt_Rule_in_International.pdf","Christopher_Daase,_Nicole_Deitelhoff,_Antonia_Witt_Rule_in_International.pdf",1.29 MB
BK-09032,Russian Grand Strategy in the era of global power competition (Russian Strategy and Power),Andrew Monaghan,Political Science & International Relations Corner,,BK-09032.webp,en,Manchester University Press,EPUB,,2022.0,9781526164636.0,Andrew_Monaghan_Russian_Grand_Strategy_in_the_era_of_global_power.epub,Andrew_Monaghan_Russian_Grand_Strategy_in_the_era_of_global_power.epub,0.89 MB
BK-09033,[Robert O  Keohane] After Hegemony ,Unknown,Political Science & International Relations Corner,,BK-09033.webp,en,,PDF,303.0,2008.0,,[Robert_O._Keohane]_After_Hegemony_.pdf,[Robert_O._Keohane]_After_Hegemony_.pdf,2.51 MB
BK-09034,Russia's Geoeconomic Strategy for a Greater Eurasia,Glenn Diesen,Political Science & International Relations Corner,,BK-09034.webp,en,Routledge,EPUB,,2017.0,9781351815031.0,Rethinking_Asia_and_International_Relations_Glenn_Diesen_Russia's.epub,Rethinking_Asia_and_International_Relations_Glenn_Diesen_Russia's.epub,0.63 MB
BK-09035,The Persianate World: Rethinking a Shared Sphere,"Amanat, Abbas (Editor)",Political Science & International Relations Corner,,BK-09035.webp,en,,PDF,267.0,2020.0,,"Iran_Studies_18_Abbas_Amanat_editor,_Assef_Ashraf_editor_The_Persianate.pdf","Iran_Studies_18_Abbas_Amanat_editor,_Assef_Ashraf_editor_The_Persianate.pdf",4.90 MB
BK-09036,The Politics of Translation in International Relations,Zeynep Gulsah Capan & Filipe Dos Reis & Maj Grasten,Political Science & International Relations Corner,,BK-09036.webp,en,,PDF,265.0,2021.0,,"Zeynep_Gulsah_Capan_editor,_Filipe_Dos_Reis_editor,_Maj_Grasten.pdf","Zeynep_Gulsah_Capan_editor,_Filipe_Dos_Reis_editor,_Maj_Grasten.pdf",4.74 MB
BK-09037,The Democracy Advantage: How Democracies Promote Prosperity and Peace,"MORTON H.HALPERIN, JOSEPH T.SIEGLE and MICHAEL M.WEINSTEIN",Political Science & International Relations Corner,,BK-09037.webp,en,,PDF,307.0,2004.0,,"Morton_H_Halperin,_Joseph_T_Siegle,_Michael_M_Weinstein_The_Democracy.pdf","Morton_H_Halperin,_Joseph_T_Siegle,_Michael_M_Weinstein_The_Democracy.pdf",1.69 MB
BK-09038,495871_1_En_Print.indd,0009172,Political Science & International Relations Corner,,BK-09038.webp,en,,PDF,244.0,2020.0,,Dania Koleilat Khatib - The Syrian Crisis E.pdf,Dania Koleilat Khatib - The Syrian Crisis E.pdf,3.98 MB
BK-09039,Monsoon Revolution,"Takriti, Abdel Razzaq",Political Science & International Relations Corner,,BK-09039.webp,en,,PDF,353.0,2017.0,,"Oxford_historical_monographs_Takriti,_Abdel_Razzaq_Monsoon_revolution.pdf","Oxford_historical_monographs_Takriti,_Abdel_Razzaq_Monsoon_revolution.pdf",1.57 MB
BK-09040,Understanding Hezbollah,Abed T. Kanaaneh;,Political Science & International Relations Corner,,BK-09040.webp,en,,PDF,263.0,2021.0,,Contemporary_Issues_in_the_Middle_East_Abed_T_Kanaaneh_Understanding.pdf,Contemporary_Issues_in_the_Middle_East_Abed_T_Kanaaneh_Understanding.pdf,1.30 MB
BK-09041,"A History of Palestinian Islamic Jihad: Faith, Awareness, and Revolution in the Middle East","Skare, Erik",Political Science & International Relations Corner,,BK-09041.webp,en,,PDF,351.0,2021.0,,"Erik_Skare_A_History_of_Palestinian_Islamic_Jihad_Faith,_Awareness.pdf","Erik_Skare_A_History_of_Palestinian_Islamic_Jihad_Faith,_Awareness.pdf",3.29 MB
BK-09042,"Family in the Middle East: Ideational change in Egypt, Iran, and Tunisia",Kathryn M. Yount and Hoda Rashad (edt),Political Science & International Relations Corner,,BK-09042.webp,en,,PDF,286.0,2008.0,,Kathryn_Yount_Family_in_the_Middle_East_Ideational_Change_in_Egypt.pdf,Kathryn_Yount_Family_in_the_Middle_East_Ideational_Change_in_Egypt.pdf,1.16 MB
BK-09043,Israel Vs. Hamas,Nejc Kardelj (Editor),Political Science & International Relations Corner,,BK-09043.webp,en,,PDF,194.0,,,The_Middle_East_in_Turmoil_Nejc_Kardelj_Editor_Israel_Vs_Hamas_Nova.pdf,The_Middle_East_in_Turmoil_Nejc_Kardelj_Editor_Israel_Vs_Hamas_Nova.pdf,1.58 MB
BK-09044,The Culture of War in China: Empire and the Military under the Qing Dynasty (International Library of War Studies),Joanna Waley-Cohen,Political Science & International Relations Corner,,BK-09044.webp,en,,PDF,177.0,2006.0,,International_Library_of_War_Studies_Joanna_Waley_Cohen_The_Culture.pdf,International_Library_of_War_Studies_Joanna_Waley_Cohen_The_Culture.pdf,2.74 MB
BK-09045,Routledge Handbook of Naval Strategy and Security,"Krause, Joachim,Bruns, Sebastian",Political Science & International Relations Corner,,BK-09045.webp,eng,Taylor & Francis (CAM),EPUB,,,9781317555384.0,"Routledge_Handbooks_Joachim_Krause,_Sebastian_Bruns_Routledge_Handbook.epub","Routledge_Handbooks_Joachim_Krause,_Sebastian_Bruns_Routledge_Handbook.epub",3.20 MB
BK-09046,The Routledge Handbook of Soviet and Russian Military Studies,Alexander Hill,Political Science & International Relations Corner,,BK-09046.webp,en,,PDF,585.0,2024.0,,Alexander_Hill_editor_The_Routledge_Handbook_of_Soviet_and_Russian.pdf,Alexander_Hill_editor_The_Routledge_Handbook_of_Soviet_and_Russian.pdf,10.13 MB
BK-09047,Brin Najžer The Hybrid Age International Security in the Era of,Unknown,Political Science & International Relations Corner,,BK-09047.webp,en,,PDF,249.0,2020.0,,Brin_Najžer_The_Hybrid_Age_International_Security_in_the_Era_of.pdf,Brin_Najžer_The_Hybrid_Age_International_Security_in_the_Era_of.pdf,2.10 MB
BK-09048,China's Second Continent: How a Million Migrants Are Building a New Empire in Africa,"French, Howard W.",Political Science & International Relations Corner,,BK-09048.webp,en,Knopf Doubleday Publishing Group,EPUB,,2014.0,9780385351683.0,Howard_W_French_China's_Second_Continent_How_a_Million_Migrants.epub,Howard_W_French_China's_Second_Continent_How_a_Million_Migrants.epub,1.14 MB
BK-09049,"Constituting the Political Economy of the Kurds; Social Embeddedness, Hegemony, and Identity",Omer Tekdemir,Political Science & International Relations Corner,,BK-09049.webp,en,,PDF,217.0,2021.0,,"Durham_Modern_Middle_East_and_Islamic_World_Series,_51_Omer_Tekdemir.pdf","Durham_Modern_Middle_East_and_Islamic_World_Series,_51_Omer_Tekdemir.pdf",2.41 MB
BK-09050,339806_Print.indd,0002624,Political Science & International Relations Corner,,BK-09050.webp,en,,PDF,225.0,2017.0,,Research_Series_on_the_Chinese_Dream_and_China’s_Development_Path (9).pdf,Research_Series_on_the_Chinese_Dream_and_China’s_Development_Path (9).pdf,3.13 MB
BK-09051,"The U.S.-China Military Scorecard: Forces, Geography, and the Evolving Balance of Power, 1996-2017","Eric Heginbotham, Michael Nixon, Forrest E. Morgan, Jacob Heim, Jeff Hagen, Sheng Li, Jeffrey G. Engstrom, Martin C. Libicki, Paul DeLuca, David A. Shlapak, David R. Frelinger, Burgess Laird, Kyle Brady, Lyle J. Morris",Political Science & International Relations Corner,,BK-09051.webp,en,,PDF,430.0,2015.0,,"Heginbotham_Eric_The_US_China_military_scorecard_forces,_geography.pdf","Heginbotham_Eric_The_US_China_military_scorecard_forces,_geography.pdf",5.33 MB
BK-09052,"Stephenie Foster, Susan A Markham Feminist Foreign Policy in Theory",Stephenie Foster and Susan A. Markham;,Political Science & International Relations Corner,,BK-09052.webp,en,,PDF,155.0,2023.0,,"Stephenie_Foster,_Susan_A_Markham_Feminist_Foreign_Policy_in_Theory.pdf","Stephenie_Foster,_Susan_A_Markham_Feminist_Foreign_Policy_in_Theory.pdf",3.85 MB
BK-09053,"Charles R Walgreen Foundation lectures George F Kennan, John J Mearsheimer",Unknown,Political Science & International Relations Corner,,BK-09053.webp,en,,MOBI,,,,"Charles_R_Walgreen_Foundation_lectures_George_F_Kennan,_John_J_Mearsheimer.mobi","Charles_R_Walgreen_Foundation_lectures_George_F_Kennan,_John_J_Mearsheimer.mobi",0.33 MB
BK-09054,The Art of Sanctions: A View from the Field,"Nephew, Richard",Political Science & International Relations Corner,,BK-09054.webp,en,,PDF,233.0,2017.0,,Center_on_Global_Energy_Policy_Series_Richard_Nephew_The_Art_of.pdf,Center_on_Global_Energy_Policy_Series_Richard_Nephew_The_Art_of.pdf,2.80 MB
BK-09055,Salman's Legacy,Madawi Al-Rasheed,Political Science & International Relations Corner,,BK-09055.webp,en,,PDF,383.0,2018.0,,Madawi_Al_Rasheed_Salman’s_Legacy_The_Dilemmas_of_a_New_Era_in_Saudi.pdf,Madawi_Al_Rasheed_Salman’s_Legacy_The_Dilemmas_of_a_New_Era_in_Saudi.pdf,3.54 MB
